drug,strength,form,package_quantity,acquisition_cost,markup,pharmacy_fee,shipping_fee,final_price,brand_name,sku,retail_price_per_unit_UNRELIABLE,package_size_raw,volume_raw,package_quantity_status,product_slug,is_available,specialty_medication
Diltiazem HCl Extended Release,360mg,Capsule Extended Release,90.0,,,,,15.9,Taztia XT,34000010117060-Generic,2.15,90,,confirmed,diltiazem-hcl-extended-release-120mg-capsule-extended-release-taztia-xt,False,False
Diltiazem HCl Extended Release,420mg,Capsule Extended Release,90.0,,,,,23.35,Tiadylt ER,34000010117070-Generic,2.53,90,,confirmed,diltiazem-hcl-extended-release-420mg-capsule-extended-release-tiadylt-er,False,False
Diltiazem HCl LA,120mg,Extended Release Tablet,30.0,,,,,24.77,Cardizem LA,34000010107525-Generic,0.89,30,,confirmed,diltiazem-hcl-la-120mg-extended-release-tablet,False,False
Diltiazem HCl LA,180mg,Extended Release Tablet,30.0,,,,,25.29,Cardizem LA,34000010107530-Generic,2.0,30,,confirmed,diltiazem-hcl-la-120mg-extended-release-tablet,False,False
Diltiazem HCl LA,240mg,Extended Release Tablet,30.0,,,,,32.74,Cardizem LA,34000010107540-Generic,2.0,30,,confirmed,diltiazem-hcl-la-120mg-extended-release-tablet,False,False
Diltiazem HCl LA,300mg,Extended Release Tablet,30.0,,,,,53.3,Cardizem LA,34000010107550-Generic,2.0,30,,confirmed,diltiazem-hcl-la-120mg-extended-release-tablet,False,False
Diltiazem HCl LA,360mg,Extended Release Tablet,30.0,,,,,38.5,Cardizem LA,34000010107560-Generic,2.25,30,,confirmed,diltiazem-hcl-la-120mg-extended-release-tablet,False,False
Diltiazem HCl LA,420mg,Extended Release Tablet,30.0,,,,,48.85,Cardizem LA,34000010107570-Generic,2.79,30,,confirmed,diltiazem-hcl-la-120mg-extended-release-tablet,False,False
Dimethyl Fumarate,120mg,Bottle of Delayed Release Capsules,14.0,,,,,9.05,Tecfidera,62405525006520-14-Generic,2176.06,14,14 Capsules,confirmed,dimethyl-fumarate-120mg-bottle-of-capsules,False,False
Dimethyl Fumarate,240mg,Bottle of Delayed Release Capsules,60.0,,,,,19.16,Tecfidera,62405525006540-60-Generic,6616.87,60,60 Capsules,confirmed,dimethyl-fumarate-120mg-bottle-of-capsules,False,False
Dimethyl Fumarate,120mg & 240mg,Capsule & Capsule,60.0,,,,,40.93,Tecfidera,6240552500B320-60-Generic,9247.7,60,60 Capsules (14 Caps 120mg & 46 Caps 240mg),confirmed,dimethyl-fumarate-120mg-bottle-of-capsules,False,False
Diphenhydramine HCl,12.5mg/5ml,mL,473.0,,,,,5.28,Benadryl,41200030100920-Generic,0.04,473,,confirmed,diphenhydramine-hcl-12_5mg_5ml-ml,False,False
Dipyridamole,25mg,Tablet,100.0,,,,,6.38,Persantine,85150030000310-Generic,1.67,100,,confirmed,dipyridamole-25mg-tablet-persantine,False,False
Dipyridamole,50mg,Tablet,100.0,,,,,6.76,Persantine,85150030000320-Generic,2.97,100,,confirmed,dipyridamole-25mg-tablet-persantine,False,False
Dipyridamole,75mg,Tablet,100.0,,,,,7.1,Persantine,85150030000330-Generic,3.5,100,,confirmed,dipyridamole-25mg-tablet-persantine,False,False
Disopyramide Phosphate,100mg,Capsule,100.0,,,,,25.98,Norpace,35100010100105-Generic,2.3,100,,confirmed,disopyramide-phosphate-100mg-capsule-norpace,False,False
Disopyramide Phosphate,150mg,Capsule,100.0,,,,,25.46,Norpace,35100010100110-Generic,3.93,100,,confirmed,disopyramide-phosphate-100mg-capsule-norpace,False,False
Disulfiram,250mg,Tablet,30.0,,,,,61.65,Antabuse,62802040000325-Generic,3.77,30,,confirmed,disulfiram-250mg-tablet-antabuse,False,False
Divalproex Sodium Delayed Release (DR),250mg,Delayed Release Tablet,100.0,,,,,7.04,Depakote,72500010100610-Generic,1.1,100,,confirmed,DivalproexSodiumDR-250mg-Tablet,False,False
Divalproex Sodium Delayed Release (DR),125mg,Delayed Release Capsule,500.0,,,,,7.28,Depakote,7250001010H120-Generic,1.07,500,,confirmed,DivalproexSodiumDR-250mg-Tablet,False,False
Divalproex Sodium Delayed Release (DR),500mg,Delayed Release Tablet,100.0,,,,,7.73,Depakote,72500010100615-Generic,3.19,100,,confirmed,DivalproexSodiumDR-250mg-Tablet,False,False
Divalproex Sodium Delayed Release (DR),125mg,Delayed Release Tablet,500.0,,,,,6.04,Depakote,72500010100605-Generic,0.75,500,,confirmed,DivalproexSodiumDR-250mg-Tablet,False,False
Divalproex Sodium Extended Release (ER),250mg,Extended Release Tablet,100.0,,,,,6.79,Depakote ER,72500010107520-Generic,2.13,100,,confirmed,divalproexsodiumextendedreleaseer-250mg-tablet,False,False
Divalproex Sodium Extended Release (ER),500mg,Extended Release Tablet,100.0,,,,,7.45,Depakote ER,72500010107530-Generic,0.37,100,,confirmed,divalproexsodiumextendedreleaseer-250mg-tablet,False,False
Dofetilide,125mcg,Capsule,60.0,,,,,8.69,Tikosyn,35400025000110-Generic,9.66,60,,confirmed,dofetilide-125mcg-capsule,False,False
Dofetilide,250mcg,Capsule,60.0,,,,,8.69,Tikosyn,35400025000120-Generic,9.79,60,,confirmed,dofetilide-125mcg-capsule,False,False
Dofetilide,500mcg,Capsule,60.0,,,,,8.69,Tikosyn,35400025000130-Generic,8.39,60,,confirmed,dofetilide-125mcg-capsule,False,False
Donepezil,10mg,Tablet,1000.0,,,,,5.79,Aricept,62051025100320-Generic,3.01,1000,,confirmed,donepezil-10mg-tablet,False,False
Donepezil,23mg,Tablet,30.0,,,,,15.63,Aricept,62051025100330-Generic,9.59,30,,confirmed,donepezil-10mg-tablet,False,False
Donepezil,5mg,Tablet,500.0,,,,,5.62,Aricept,62051025100310-Generic,3.27,500,,confirmed,donepezil-10mg-tablet,False,False
Donepezil HCl,5mg,Tablet Disintegrating,30.0,,,,,14.21,Aricept ODT,62051025107210-Generic,8.67,30,,confirmed,donepezil-hcl-5mg-tablet-disintegrating-aricept-odt,False,False
Donepezil HCl,10mg,Tablet Disintegrating,30.0,,,,,15.63,Aricept ODT,62051025107220-Generic,8.67,30,,confirmed,donepezil-hcl-5mg-tablet-disintegrating-aricept-odt,False,False
Dorzolamide HCl,2%,Bottle of Ophthalmic Solution or Eye Dropper,10.0,,,,,13.62,Trusopt,86802340102020-10-Generic,55.57,10,10mL,confirmed,dorzolamidehcl-0_02-solution,False,False
Dorzolamide HCl Timolol Maleate,22.3mg-6.8mg / mL,Bottle of Ophthalmic Solution or Eye Dropper,10.0,,,,,10.75,Cosopt,86259902202020-10-Generic,93.23,10,10mL,confirmed,dorzolamidehcltimololmaleate-22_3-6_8mg_ml-solution,False,False
Dorzolamide HCl-Timolol Mal PF,2-0.5%,Carton of Solution,60.0,,,,,46.92,Cosopt PF,86259902202060-60-Generic,167.0,60,12mL (60 x 0.2mL),confirmed,dorzolamide-hcl-timolol-mal-pf-2-0_5-carton-of-solution-60-cosopt-pf,False,False
Dotti (Estradiol Twice Weekly),0.025mg,Box of 8 Patches,8.0,,,,,39.18,Vivelle-Dot,24000035008705-8-Generic,170.5,8,8 Patches,confirmed,estradioltwiceweekly-0_025mg-patch8pack,False,False
Dotti (Estradiol Twice Weekly),0.0375mg,Box of 8 Patches,8.0,,,,,39.18,Vivelle-Dot,24000035008710-8-Generic,96.08,8,8 Patches,confirmed,estradioltwiceweekly-0_025mg-patch8pack,False,False
Dotti (Estradiol Twice Weekly),0.05mg,Box of 8 Patches,8.0,,,,,39.18,Vivelle-Dot,24000035008720-8-Generic,149.66,8,8 Patches,confirmed,estradioltwiceweekly-0_025mg-patch8pack,False,False
Dotti (Estradiol Twice Weekly),0.075mg,Box of 8 Patches,8.0,,,,,39.18,Vivelle-Dot,24000035008730-8-Generic,162.49,8,8 Patches,confirmed,estradioltwiceweekly-0_025mg-patch8pack,False,False
Dotti (Estradiol Twice Weekly),0.1mg,Box of 8 Patches,8.0,,,,,39.18,Vivelle-Dot,24000035008750-8-Generic,185.87,8,8 Patches,confirmed,estradioltwiceweekly-0_025mg-patch8pack,False,False
Doxazosin Mesylate,1mg,Tablet,100.0,,,,,6.0,Cardura,36202005100310-Generic,0.95,100,,confirmed,doxazosin-mesylate-1mg-tablet,False,False
Doxazosin Mesylate,2mg,Tablet,100.0,,,,,7.17,Cardura,36202005100320-Generic,0.72,100,,confirmed,doxazosin-mesylate-1mg-tablet,False,False
Doxazosin Mesylate,4mg,Tablet,100.0,,,,,6.48,Cardura,36202005100330-Generic,0.96,100,,confirmed,doxazosin-mesylate-1mg-tablet,False,False
Doxazosin Mesylate,8mg,Tablet,100.0,,,,,6.55,Cardura,36202005100340-Generic,0.66,100,,confirmed,doxazosin-mesylate-1mg-tablet,False,False
Doxepin HCl,100mg,Capsule,100.0,,,,,7.73,Adapin,58200040100125-Generic,1.39,100,,confirmed,doxepinhcl-100mg-capsule,False,False
Doxepin HCl,10mg,Capsule,90.0,,,,,6.35,Adapin,58200040100105-Generic,0.61,90,,confirmed,doxepinhcl-100mg-capsule,False,False
Doxepin HCl,25mg,Capsule,100.0,,,,,7.38,Adapin,58200040100110-Generic,0.74,100,,confirmed,doxepinhcl-100mg-capsule,False,False
Doxepin HCl,50mg,Capsule,100.0,,,,,8.14,Adapin,58200040100115-Generic,1.11,100,,confirmed,doxepinhcl-100mg-capsule,False,False
Doxepin HCl,5%,Tube of Cream,45.0,,,,,204.94,Zonalon,90220015103710-45-Generic,690.0,45,45g,confirmed,doxepin-hcl-5-tube-of-cream-45-zonalon,False,False
Doxepin HCl,3mg,Tablet,30.0,,,,,21.11,Silenor,60400030100320-Generic,12.07,30,,confirmed,doxepin-hcl-3mg-tablet-silenor,False,False
Doxepin HCl,6mg,Tablet,30.0,,,,,23.15,Silenor,60400030100330-Generic,12.4,30,,confirmed,doxepin-hcl-3mg-tablet-silenor,False,False
Doxepin HCl,150mg,Capsule,100.0,,,,,15.32,Sinequan,58200040100130-Generic,2.47,100,,confirmed,doxepin-hcl-150mg-capsule-sinequan,False,False
Doxepin HCl,75mg,Capsule,100.0,,,,,9.83,Sinequan,58200040100120-Generic,1.47,100,,confirmed,doxepin-hcl-150mg-capsule-sinequan,False,False
Doxepin HCl,10mg/mL,Bottle of Solution,120.0,,,,,48.4,Sinequan,58200040101305-120-Generic,79.0,120,120mL,confirmed,doxepin-hcl-150mg-capsule-sinequan,False,False
Doxercalciferol,0.5mcg,Capsule,50.0,,,,,207.2,Hectorol,30905040000105-Generic,9.87,50,,confirmed,doxercalciferol-0_5mcg-capsule-hectorol,False,False
Doxercalciferol,1mcg,Capsule,50.0,,,,,409.44,Hectorol,30905040000110-Generic,15.27,50,,confirmed,doxercalciferol-0_5mcg-capsule-hectorol,False,False
Doxercalciferol,2.5mcg,Capsule,50.0,,,,,470.75,Hectorol,30905040000120-Generic,19.4,50,,confirmed,doxercalciferol-0_5mcg-capsule-hectorol,False,False
Doxycycline Hyclate,100mg,Tablet,500.0,,,,,6.59,Vibra-Tabs,04000020100310-Generic,3.66,500,,confirmed,DoxycyclineHyclate-100mg-Tablet,False,False
Doxycycline Hyclate,100mg,Capsule,50.0,,,,,8.38,Vibramycin,04000020100110-Generic,3.71,50,,confirmed,doxycyclinehyclate-100mg-capsule,False,False
Doxycycline Hyclate,20mg,Tablet,100.0,,,,,7.42,Vibramycin,04000020100302-Generic,1.26,100,,confirmed,doxycyclinehyclate-100mg-capsule,False,False
Doxycycline Hyclate,50mg,Capsule,50.0,,,,,7.69,Vibramycin,04000020100105-Generic,1.95,50,,confirmed,doxycyclinehyclate-100mg-capsule,False,False
Doxycycline Hyclate,50mg,Tablet,60.0,,,,,146.35,TargaDOX,04000020100305-Generic,19.7,60,,confirmed,doxycycline-hyclate-50mg-tablet-targadox,False,False
Doxycycline Hyclate,150mg,Tablet,60.0,,,,,20.7,Acticlate,04000020100315-Generic,29.01,60,,confirmed,doxycycline-hyclate-150mg-tablet,False,False
Doxycycline Hyclate,75mg,Tablet,60.0,,,,,17.63,Acticlate,04000020100307-Generic,28.11,60,,confirmed,doxycycline-hyclate-150mg-tablet,False,False
Doxycycline Hyclate,100mg,Tablet Delayed Release,100.0,,,,,100.36,Doryx,04000020100630-Generic,10.17,100,,confirmed,doxycycline-hyclate-100mg-tablet-delayed-release-doryx,False,False
Doxycycline Hyclate,150mg,Tablet Delayed Release,100.0,,,,,31.88,Doryx,04000020100640-Generic,14.87,100,,confirmed,doxycycline-hyclate-100mg-tablet-delayed-release-doryx,False,False
Doxycycline Hyclate,200mg,Tablet Delayed Release,60.0,,,,,93.01,Doryx,04000020100650-Generic,54.33,60,,confirmed,doxycycline-hyclate-100mg-tablet-delayed-release-doryx,False,False
Doxycycline Hyclate,50mg,Tablet Delayed Release,120.0,,,,,57.06,Doryx,04000020100610-Generic,11.83,120,,confirmed,doxycycline-hyclate-100mg-tablet-delayed-release-doryx,False,False
Doxycycline Monohydrate,100mg,Capsule,50.0,,,,,9.11,Monodox,04000020000110-Generic,1.93,50,,confirmed,DoxycyclineMonohydrate-100mg-Capsule,False,False
Doxycycline Monohydrate,150mg,Tablet,30.0,,,,,19.01,Adoxa Pak 1/150,04000020000315-Generic,7.4,30,,confirmed,doxycycline-monohydrate-150mg-tablet-adoxa-pak-1-150,False,False
Doxycycline Monohydrate,50mg,Capsule,100.0,,,,,7.45,Mondoxyne NL,04000020000105-Generic,1.32,100,,confirmed,doxycycline-monohydrate-50mg-capsule,False,False
Doxycycline Monohydrate,100mg,Tablet,50.0,,,,,9.83,Adoxa,04000020000310-Generic,1.94,50,,confirmed,doxycyclinemonohydrate-100mg-tablet,False,False
Doxycycline Monohydrate,150mg,Capsule,60.0,,,,,43.23,Adoxa,04000020000115-Generic,22.23,60,,confirmed,doxycyclinemonohydrate-100mg-tablet,False,False
Doxycycline Monohydrate,50mg,Tablet,100.0,,,,,8.42,Adoxa,04000020000305-Generic,2.77,100,,confirmed,doxycyclinemonohydrate-100mg-tablet,False,False
Doxycycline Monohydrate,75mg,Tablet,100.0,,,,,8.38,Adoxa,04000020000307-Generic,4.46,100,,confirmed,doxycyclinemonohydrate-100mg-tablet,False,False
Doxycycline (Rosacea),40mg,Capsule Delayed Release,30.0,,,,,137.24,Doxycycline (Rosacea),90060025006520-Generic,22.17,30,,confirmed,doxycycline-rosacea-40mg-capsule-delayed-release,False,False
Doxylamine-Pyridoxine,10-10mg,Tablet Delayed Release,100.0,,,,,35.36,Diclegis,50309902100620-Generic,6.2,100,,confirmed,doxylamine-pyridoxine-10-10mg-tablet-delayed-release-diclegis,False,False
Drospiren-Eth Estrad-Levomefol,3-0.02-0.451mg,Pack of Tablets,28.0,,,,,47.54,Beyaz,25990003200320-28-Generic,169.0,28,28 Tablets,confirmed,drospiren-eth-estrad-levomefol-3-0_02-0_451mg-pack-of-tablets-28-beyaz,False,False
Drospirenone Ethinyl Estradiol,3mg-0.03mg,Blister Pack of 28 Tablets,28.0,,,,,10.68,"Yasmin, Syeda, Ocella, Zarah",25990002150320-28-Generic,63.9,28,28 pack,confirmed,drospirenoneethinylestradiol-3-0_03mg-blisterpack,False,False
Drospirenone-Ethinyl Estradiol,3-0.02mg,Pack of Tablets,28.0,,,,,7.36,YAZ,25990002150316-28-Generic,56.0,28,28 Tablets,confirmed,drospirenone-ethinyl-estradiol-3-0_02mg-pack-of-tablets-28-yaz,False,False
Drospirenone-Ethinyl Estrad-Levomefolate,3-0.03-0.451mg,Pack of Tablets,28.0,,,,,64.18,Tydemy,25990003200330-28-Generic,177.0,28,28 Tablets,confirmed,drospirenone-ethinyl-estrad-levomefolate-3-0_03-0_451mg-pack-of-tablets-28-tydemy,False,False
Droxidopa,100mg,Capsule,90.0,,,,,14.11,Northera,38700030000130-Generic,16.13,90,,confirmed,droxidopa-100mg-capsule,False,False
Droxidopa,200mg,Capsule,90.0,,,,,17.73,Northera,38700030000140-Generic,69.08,90,,confirmed,droxidopa-100mg-capsule,False,False
Droxidopa,300mg,Capsule,90.0,,,,,28.63,Northera,38700030000150-Generic,89.37,90,,confirmed,droxidopa-100mg-capsule,False,False
Duavee (Conjugated Estrogens / Bazedoxifene),0.45-20mg,Box of 30 Tablets,30.0,,,,,184.62,,24995002100330-30-Duavee,242.0,30,30 Tablets,confirmed,duavee-0_45-20mg-30-tablets,False,False
Duloxetine Delayed Release (DR),20mg,Delayed Release Capsule,60.0,,,,,5.93,Cymbalta,58180025106720-Generic,3.99,60,,confirmed,duloxetinedelayedreleasedr-20mg-capsule,False,False
Duloxetine Delayed Release (DR),30mg,Delayed Release Capsule,1000.0,,,,,5.9,Cymbalta,58180025106730-Generic,4.31,1000,,confirmed,duloxetinedelayedreleasedr-20mg-capsule,False,False
Duloxetine Delayed Release (DR),40mg,Delayed Release Capsule,30.0,,,,,23.77,Cymbalta,58180025106740-Generic,7.24,30,,confirmed,duloxetinedelayedreleasedr-20mg-capsule,False,False
Duloxetine Delayed Release (DR),60mg,Delayed Release Capsule,1000.0,,,,,6.48,Cymbalta,58180025106750-Generic,4.17,1000,,confirmed,duloxetinedelayedreleasedr-20mg-capsule,False,False
Dutasteride,0.5mg,Capsule,90.0,,,,,7.45,Avodart,56851020000120-Generic,5.07,90,,confirmed,dutasteride-0_5mg-capsule-avodart,False,False
Dutasteride-Tamsulosin HCl,0.5-0.4mg,Capsule,30.0,,,,,82.04,Jalyn,56859902250120-Generic,5.77,30,,confirmed,dutasteride-tamsulosin-hcl-0_5-0_4mg-capsule-jalyn,False,False
Econazole Nitrate,1%,Cream,15.0,,,,,9.98,Spectazole,90154035103705-15-Generic,71.62,15,15g,confirmed,econazole-nitrate-1-cream-15g,False,False
Econazole Nitrate,1%,Cream,30.0,,,,,12.9,Spectazole,90154035103705-30-Generic,133.45,30,30g,confirmed,econazole-nitrate-1-cream-15g,False,False
Econazole Nitrate,1%,Cream,85.0,,,,,17.98,Spectazole,90154035103705-85-Generic,296.89,85,85g,confirmed,econazole-nitrate-1-cream-15g,False,False
Efavirenz,200mg,Bottle of Capsules,90.0,,,,,954.42,Sustiva,12109030000140-90-Generic,1060.0,90,90 Capsules,confirmed,efavirenz-200mg-bottle-of-capsules-90-sustiva,False,False
Efavirenz,50mg,Bottle of Capsules,30.0,,,,,83.63,Sustiva,12109030000110-30-Generic,89.0,30,30 Capsules,confirmed,efavirenz-200mg-bottle-of-capsules-90-sustiva,False,False
Efavirenz,600mg,Bottle of Tablets,30.0,,,,,22.25,Sustiva,12109030000330-30-Generic,526.0,30,30 Tablets,confirmed,efavirenz-200mg-bottle-of-capsules-90-sustiva,False,False
Efavirenz-Emtricitab-Tenofo DF,600-200-300mg,Bottle of Tablets,30.0,,,,,16.4,Atripla,12109903300320-30-Generic,2365.0,30,30 Tablets,confirmed,efavirenz-emtricitab-tenofo-df-600-200-300mg-bottle-of-tablets-30-atripla,False,False
Efavirenz-Lamivudine-Tenofovir,400-300-300mg,Tablet,30.0,,,,,950.96,Symfi Lo,12109903330330-Generic,55.83,30,,confirmed,efavirenz-lamivudine-tenofovir-400-300-300mg-tablet-symfi-lo,False,False
Eletriptan Hydrobromide,20mg,Tablet,6.0,,,,,33.19,Relpax,67406025100320-Generic,9.03,6,,confirmed,eletriptan-hydrobromide-20mg-tablet-relpax,False,False
Eletriptan Hydrobromide,40mg,Tablet,6.0,,,,,25.94,Relpax,67406025100340-Generic,8.9,6,,confirmed,eletriptan-hydrobromide-20mg-tablet-relpax,False,False
Eliquis,2.5mg,Bottle of 60 Tablets,60.0,,,,,345.0,Eliquis,83370010000320-60-Eliquis,0.0,60,60 Tablets,confirmed,eliquis-2_5mg-bottle-of-60-tablets-60-eliquis,False,False
Eliquis,5mg,Bottle of 60 Tablets,60.0,,,,,345.0,Eliquis,83370010000330-60-Eliquis,0.0,60,60 Tablets,confirmed,eliquis-2_5mg-bottle-of-60-tablets-60-eliquis,False,False
Eliquis,5mg,Bottle of 74 Tablets,74.0,,,,,426.0,Eliquis,83370010000330-74-Eliquis,0.0,74,74 Tablets,confirmed,eliquis-2_5mg-bottle-of-60-tablets-60-eliquis,False,False
Eliquis,5mg,Starter Therapy Pack,74.0,,,,,426.0,Eliquis,8337001000B720-74-Eliquis_DVT/PE_Starter_Pack,0.0,74,74 Tablets,confirmed,eliquis-2_5mg-bottle-of-60-tablets-60-eliquis,False,False
Eltrombopag Olamine,12.5mg,Bottle of Tablets,30.0,,,,,147.74,Promacta,82405030100310-30-Generic,5926.08,30,30 ea,confirmed,eltrombopag-olamine-12_5mg-bottle-of-tablets-30,False,False
Eltrombopag Olamine,25mg,Bottle of Tablets,30.0,,,,,108.71,Promacta,82405030100320-30-Generic,5926.08,30,30 ea,confirmed,eltrombopag-olamine-12_5mg-bottle-of-tablets-30,False,False
Eltrombopag Olamine,50mg,Bottle of Tablets,30.0,,,,,154.68,Promacta,82405030100330-30-Generic,10716.23,30,30 ea,confirmed,eltrombopag-olamine-12_5mg-bottle-of-tablets-30,False,False
Eltrombopag Olamine,75mg,Bottle of Tablets,30.0,,,,,290.98,Promacta,82405030100340-30-Generic,16069.36,30,30 ea,confirmed,eltrombopag-olamine-12_5mg-bottle-of-tablets-30,False,False
Eltrombopag Olamine,25mg,Packet,30.0,,,,,5071.3,Promacta,82405030103020-30-Generic,5926.4,30,30 ea,confirmed,eltrombopag-olamine-12_5mg-bottle-of-tablets-30,False,False
Eltrombopag Olamine,12.5mg,Packet,30.0,,,,,5071.03,Promacta,82405030103030-30-Generic,5926.08,30,30 ea,confirmed,eltrombopag-olamine-12_5mg-bottle-of-tablets-30,False,False
Emtricitabine,200mg,Capsule,30.0,,,,,355.76,Emtriva,12106030000120-Generic,20.03,30,,confirmed,emtricitabine-200mg-capsule-emtriva,False,False
Emtricitabine-Tenofovir DF,200mg - 300mg,Bottle of Tablets,30.0,,,,,13.99,Truvada,12109902300320-30-Generic,1847.41,30,30 Tablets,confirmed,emtricitabine-tenofovir-df-200mg-300mg-bottle-of-tablets,False,False
Emtricitabine-Tenofovir DF,100-150mg,Bottle of Tablets,30.0,,,,,229.25,Truvada,12109902300308-30-Generic,2066.0,30,30 Tablets,confirmed,emtricitabine-tenofovir-df-200mg-300mg-bottle-of-tablets,False,False
Emtricitabine-Tenofovir DF,133-200mg,Bottle of Tablets,30.0,,,,,166.58,Truvada,12109902300312-30-Generic,2055.0,30,30 Tablets,confirmed,emtricitabine-tenofovir-df-200mg-300mg-bottle-of-tablets,False,False
Emtricitabine-Tenofovir DF,167-250mg,Bottle of Tablets,30.0,,,,,166.58,Truvada,12109902300316-30-Generic,1983.0,30,30 Tablets,confirmed,emtricitabine-tenofovir-df-200mg-300mg-bottle-of-tablets,False,False
Enalapril-Hydrochlorothiazide,10-25mg,Tablet,100.0,,,,,13.87,Vaseretic,36991802350310-Generic,1.33,100,,confirmed,enalapril-hydrochlorothiazide-10-25mg-tablet-vaseretic,False,False
Enalapril-Hydrochlorothiazide,5-12.5mg,Tablet,100.0,,,,,9.9,Vaseretic,36991802350305-Generic,1.33,100,,confirmed,enalapril-hydrochlorothiazide-10-25mg-tablet-vaseretic,False,False
Enalapril Maleate,1mg/mL,Bottle of Solution,150.0,,,,,49.25,Epaned,36100020102020-150-Generic,574.0,150,150mL,confirmed,enalapril-maleate-1mg-ml-bottle-of-solution-150-epaned,False,False
Enalapril Maleate,10mg,Tablet,1000.0,,,,,5.69,Vasotec,36100020100310-Generic,0.74,1000,,confirmed,enalaprilmaleate-10mg-tablet,False,False
Enalapril Maleate,2.5mg,Tablet,100.0,,,,,6.04,Vasotec,36100020100303-Generic,0.62,100,,confirmed,enalaprilmaleate-10mg-tablet,False,False
Enalapril Maleate,20mg,Tablet,1000.0,,,,,6.0,Vasotec,36100020100315-Generic,0.77,1000,,confirmed,enalaprilmaleate-10mg-tablet,False,False
Enalapril Maleate,5mg,Tablet,100.0,,,,,5.79,Vasotec,36100020100305-Generic,0.73,100,,confirmed,enalaprilmaleate-10mg-tablet,False,False
Enoby,60mg/ml,Prefilled Syringe,1.0,,,,,406.0,Enoby,3004453026E520-1-Generic,421.0,1,1 mL,confirmed,enoby-60mg_ml-prefilled-syringe-1,False,False
Entacapone,200mg,Tablet,100.0,,,,,8.45,Comtan,73153030000320-Generic,12.57,100,,confirmed,entacapone-200mg-tablet-comtan,False,False
Entecavir,0.5mg,Tablet,90.0,,,,,28.39,Baraclude,12352030000320-Generic,33.19,90,,confirmed,entecavir-0_5mg-tablet,False,False
